2020-04-22T19:09:22.850, 107.81866, 92.73406, 231.49306
2020-04-22T19:09:37.846, 128.4105, 132.81729, 230.27095
2020-04-22T19:09:52.847, 130.59764, 188.45299, 377.5243
2020-04-22T19:10:07.851, 116.40756, 72.37986, 243.34093
2020-04-22T19:10:22.848, 101.85606, 169.76675, 579.2189
2020-04-22T19:10:37.846, 101.783966, 118.84097, 504.79498
2020-04-22T19:10:52.847, 112.88265, 232.38823, 135.72887
2020-04-22T19:11:07.847, 144.06181, 58.0581, 373.58618
2020-04-22T19:11:22.847, 121.655754, 104.17756, 392.43265
2020-04-22T19:11:37.847, 121.3073, 108.52929, 553.76025
2020-04-22T19:11:52.846, 145.87279, 211.35991, 262.32617
2020-04-22T19:16:25.456, 147.59644, 215.56998, 407.71112
2020-04-22T19:16:40.454, 127.76574, 183.3455, 498.0874
2020-04-22T19:16:55.456, 90.28525, 295.4374, 391.72852
2020-04-22T19:17:10.454, 98.13897, 53.95039, 366.1641
2020-04-22T19:17:25.456, 122.11833, 322.3925, 576.64685
2020-04-22T19:17:40.452, 110.94856, 246.53006, 567.5363
2020-04-22T19:17:55.452, 101.62364, 298.70047, 320.2174
2020-04-22T19:18:10.456, 122.656944, 111.78223, 458.94424
2020-04-22T19:18:25.456, 98.226906, 323.65237, 354.45248
2020-04-22T19:18:40.455, 123.38795, 275.6653, 128.00276
2020-04-22T19:18:55.456, 125.257805, 282.64554, 106.07565
2020-04-22T19:19:10.452, 105.11414, 62.746086, 513.2924
2020-04-22T19:19:25.451, 127.47804, 168.26323, 569.0463
2020-04-22T19:19:40.455, 98.91315, 66.81381, 513.52094
2020-04-22T19:19:55.452, 123.82216, 290.4077, 559.7009
2020-04-22T19:20:04.556, 107.98487, 230.94052, 399.0535
2020-04-22T19:20:19.555, 105.55042, 223.23076, 391.52158
2020-04-23T12:13:22.329, 101.06943, 75.492065, 103.33408
2020-04-23T12:13:37.328, 128.7519, 133.63678, 166.59279
2020-04-23T12:13:52.326, 146.67584, 272.89975, 358.74658
2020-04-23T12:14:07.329, 124.22466, 324.90475, 386.72778
2020-04-23T12:14:22.326, 99.95628, 182.91747, 223.6444
2020-04-23T12:14:37.324, 105.34277, 307.3309, 231.8457
2020-04-23T12:17:11.456, 147.92201, 190.41661, 263.5012
2020-04-23T12:17:26.452, 145.5716, 195.07082, 227.92928
2020-04-23T12:17:41.452, 103.80347, 317.06744, 395.71854
2020-04-23T12:17:56.456, 128.77176, 332.4139, 147.7733
2020-04-23T12:21:17.130, 104.455925, 191.04018, 511.82208
2020-04-23T12:21:32.129, 102.66742, 162.70444, 560.946
2020-04-23T12:21:47.131, 107.679665, 234.5958, 156.19771
2020-04-23T12:22:02.125, 108.27017, 252.25331, 158.20529
2020-04-23T12:22:17.130, 117.26494, 160.41202, 245.5994
2020-04-23T12:25:18.567, 122.55049, 51.658554, 515.6049
2020-04-23T12:25:33.567, 109.04194, 258.82504, 454.88
2020-04-23T12:25:48.566, 141.60353, 100.155975, 435.50977
2020-04-23T12:26:03.563, 90.40368, 143.61398, 477.70615
2020-04-23T12:26:18.566, 114.26366, 161.67822, 465.61212
2020-04-23T12:35:44.530, 130.80261, 98.99312, 484.4568
2020-04-23T12:35:59.529, 131.21448, 205.82915, 564.18243
2020-04-23T12:36:14.527, 91.361275, 145.68913, 232.69685
2020-04-23T12:36:29.524, 130.13034, 147.13535, 561.57184
2020-04-23T12:36:49.046, 124.73912, 257.1157, 493.59946
2020-04-23T12:37:04.042, 95.39412, 345.32, 511.07095
2020-04-23T12:37:25.004, 137.13863, 312.8347, 488.57663
2020-04-23T12:39:33.392, 119.60932, 70.59787, 267.93045
2020-04-23T12:40:17.894, 95.61497, 121.43392, 435.30823
2020-04-23T12:40:32.891, 97.63794, 166.01862, 373.77176
2020-04-23T12:40:47.895, 117.77131, 186.15805, 495.77164
2020-04-23T12:41:02.894, 114.91586, 95.44182, 101.6993
2020-04-23T13:07:38.340, 114.25217, 316.6724, 455.95215
2020-04-23T13:07:53.337, 125.41299, 116.99725, 207.04095
2020-04-23T13:13:44.256, 147.90254, 246.0492, 423.4456
2020-04-23T13:18:42.025, 97.97022, 233.53291, 375.12885
2020-04-23T13:18:57.024, 103.11047, 336.25925, 472.5599
2020-04-23T13:19:54.082, 128.33395, 219.30775, 341.99152
2020-04-23T13:23:32.540, 137.43759, 104.16105, 184.00687
2020-04-23T13:23:47.539, 114.10364, 206.54459, 331.1651
2020-04-23T13:26:00.924, 105.39417, 304.5974, 551.12
2020-04-23T13:27:11.570, 103.67441, 272.64148, 327.5298
2020-04-23T13:27:39.657, 149.36913, 145.27841, 155.3652
2020-04-23T13:28:28.004, 116.360886, 116.84913, 546.5722
2020-04-23T13:28:43, 102.31277, 140.74661, 310.601
2020-04-23T13:29:17.871, 133.11421, 222.61665, 401.02963
2020-04-23T13:31:28.078, 136.53569, 160.63846, 399.66537
2020-04-23T13:37:18.646, 92.0932, 213.46376, 312.1822
2020-04-23T13:37:33.642, 139.732, 175.98482, 416.2227
2020-04-23T13:37:48.644, 103.171295, 278.22043, 418.0284
2020-04-23T13:38:03.644, 123.49292, 127.26219, 564.81573
2020-04-23T13:38:18.643, 111.78735, 299.81708, 153.11209
2020-04-23T13:38:33.642, 138.01144, 332.1966, 184.15683
2020-04-23T13:38:48.644, 140.78313, 329.31653, 275.38464
2020-04-23T13:53:58.306, 130.47762, 64.268745, 320.75168
2020-04-23T13:54:13.305, 100.09861, 305.69284, 569.8952
2020-04-23T13:54:28.303, 98.81788, 177.41733, 409.64273
2020-04-23T13:54:43.304, 118.82999, 240.41318, 127.56122
